accession,library,panel,gene,detected_in_fraction_of_cells,gene_absent_from_reference
GSE247505,GSM7890844_Expt2_2wRFP_homr2,reprogrammed AM (Fig. 1h),Ch25h,0.0013,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,reprogrammed AM (Fig. 1h),Ear6,0.0,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,reprogrammed AM (Fig. 1h),Fstl1,0.0179,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,reprogrammed AM (Fig. 1h),Cxcl2,0.0153,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,monocyte/IM (Fig. 1h),Itgam,0.0,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,monocyte/IM (Fig. 1h),Ly6c2,0.1212,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,monocyte/IM (Fig. 1h),Ccr2,0.0,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,monocyte/IM (Fig. 1h),Cx3cr1,0.0,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,monocyte/IM (Fig. 1h),Mmp19,0.0026,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,Tnc-TLR4 axis (ED Fig. 4d),Tnc,0.0064,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,Tnc-TLR4 axis (ED Fig. 4d),Tlr4,0.0842,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,EGF axis (ED Fig. 5f-h),Areg,0.3355,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,EGF axis (ED Fig. 5f-h),Ereg,0.023,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,EGF axis (ED Fig. 5f-h),Hbegf,0.3444,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,EGF axis (ED Fig. 5f-h),Tgfa,0.074,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,EGF axis (ED Fig. 5f-h),Egfr,0.0128,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,fibroblast-to-epithelium (ED Fig. 5i-j),Wnt5a,0.0089,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,fibroblast-to-epithelium (ED Fig. 5i-j),Igf1,0.0077,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,fibroblast-to-epithelium (ED Fig. 5i-j),Spp1,0.0038,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,mutant epithelial states (Fig. 4l),Sftpc,0.9515,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,mutant epithelial states (Fig. 4l),Etv5,0.7092,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,mutant epithelial states (Fig. 4l),Lamp3,0.8278,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,mutant epithelial states (Fig. 4l),Cd177,0.0038,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,mutant epithelial states (Fig. 4l),Cldn4,0.0383,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,mutant epithelial states (Fig. 4l),Itga2,0.023,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,mutant epithelial states (Fig. 4l),Ndrg1,0.0446,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,mutant epithelial states (Fig. 4l),Sox9,0.0115,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,mutant epithelial states (Fig. 4l),Mki67,0.0357,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,mutant epithelial states (Fig. 4l),Ager,0.8112,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,mutant epithelial states (Fig. 4l),Hopx,0.1875,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,compartment,Epcam,0.6684,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,compartment,Ptprc,0.0191,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,compartment,Col1a1,0.0204,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,compartment,Pecam1,0.0383,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,alveolar fibroblast (Fig. 1d),Pdgfra,0.0242,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,alveolar fibroblast (Fig. 1d),Col13a1,0.0091,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,alveolar fibroblast (Fig. 1d),Tcf21,0.0238,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,alveolar fibroblast (Fig. 1d),Npnt,0.1609,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,alveolar fibroblast (Fig. 1d),Scube2,0.0057,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,adventitial fibroblast (Fig. 1d),Col14a1,0.0276,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,adventitial fibroblast (Fig. 1d),Pi16,0.0193,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,adventitial fibroblast (Fig. 1d),Dcn,0.0374,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Tnc,0.006,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Fst,0.0042,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Runx1,0.2874,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Runx2,0.0162,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Acta2,0.0381,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Pdgfrb,0.0174,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,inflammatory fibroblast (ED Fig. 4l-m),Lcn2,0.4063,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,inflammatory fibroblast (ED Fig. 4l-m),Saa3,0.0034,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,inflammatory fibroblast (ED Fig. 4l-m),Sfrp1,0.017,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,inflammatory fibroblast (ED Fig. 4l-m),Cxcl12,0.0793,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,alveolar macrophage (Fig. 1h),Itgax,0.0208,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,alveolar macrophage (Fig. 1h),Siglec5,,True
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,alveolar macrophage (Fig. 1h),Siglecf,0.0034,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,alveolar macrophage (Fig. 1h),Pparg,0.0181,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,alveolar macrophage (Fig. 1h),Mertk,0.0223,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,alveolar macrophage (Fig. 1h),Car4,0.0438,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,reprogrammed AM (Fig. 1h),Msr1,0.0053,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,reprogrammed AM (Fig. 1h),Cdh1,0.2542,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,reprogrammed AM (Fig. 1h),Ch25h,0.0064,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,reprogrammed AM (Fig. 1h),Ear6,0.0008,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,reprogrammed AM (Fig. 1h),Fstl1,0.0502,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,reprogrammed AM (Fig. 1h),Cxcl2,0.0279,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,monocyte/IM (Fig. 1h),Itgam,0.0295,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,monocyte/IM (Fig. 1h),Ly6c2,0.1148,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,monocyte/IM (Fig. 1h),Ccr2,0.0419,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,monocyte/IM (Fig. 1h),Cx3cr1,0.0287,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,monocyte/IM (Fig. 1h),Mmp19,0.0087,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,Tnc-TLR4 axis (ED Fig. 4d),Tnc,0.006,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,Tnc-TLR4 axis (ED Fig. 4d),Tlr4,0.0344,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,EGF axis (ED Fig. 5f-h),Areg,0.2247,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,EGF axis (ED Fig. 5f-h),Ereg,0.0102,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,EGF axis (ED Fig. 5f-h),Hbegf,0.2326,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,EGF axis (ED Fig. 5f-h),Tgfa,0.0291,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,EGF axis (ED Fig. 5f-h),Egfr,0.0189,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,fibroblast-to-epithelium (ED Fig. 5i-j),Wnt5a,0.0098,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,fibroblast-to-epithelium (ED Fig. 5i-j),Igf1,0.0196,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,fibroblast-to-epithelium (ED Fig. 5i-j),Spp1,0.0125,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,mutant epithelial states (Fig. 4l),Sftpc,0.7066,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,mutant epithelial states (Fig. 4l),Etv5,0.3554,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,mutant epithelial states (Fig. 4l),Lamp3,0.4358,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,mutant epithelial states (Fig. 4l),Cd177,0.0057,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,mutant epithelial states (Fig. 4l),Cldn4,0.0098,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,mutant epithelial states (Fig. 4l),Itga2,0.0204,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,mutant epithelial states (Fig. 4l),Ndrg1,0.0385,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,mutant epithelial states (Fig. 4l),Sox9,0.0034,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,mutant epithelial states (Fig. 4l),Mki67,0.0102,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,mutant epithelial states (Fig. 4l),Ager,0.4237,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,mutant epithelial states (Fig. 4l),Hopx,0.1295,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,compartment,Epcam,0.3576,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,compartment,Ptprc,0.2583,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,compartment,Col1a1,0.0359,False
GSE247505,GSM7890845_Expt2_12wRFP_hetr1,compartment,Pecam1,0.1299,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,alveolar fibroblast (Fig. 1d),Pdgfra,0.0023,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,alveolar fibroblast (Fig. 1d),Col13a1,0.0,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,alveolar fibroblast (Fig. 1d),Tcf21,0.0005,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,alveolar fibroblast (Fig. 1d),Npnt,0.0974,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,alveolar fibroblast (Fig. 1d),Scube2,0.0,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,adventitial fibroblast (Fig. 1d),Col14a1,0.0042,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,adventitial fibroblast (Fig. 1d),Pi16,0.0149,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,adventitial fibroblast (Fig. 1d),Dcn,0.0037,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Tnc,0.0149,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Fst,0.0075,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Runx1,0.4534,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Runx2,0.0918,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Acta2,0.0107,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Pdgfrb,0.0037,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,inflammatory fibroblast (ED Fig. 4l-m),Lcn2,0.1813,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,inflammatory fibroblast (ED Fig. 4l-m),Saa3,0.0065,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,inflammatory fibroblast (ED Fig. 4l-m),Sfrp1,0.0028,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,inflammatory fibroblast (ED Fig. 4l-m),Cxcl12,0.0158,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,alveolar macrophage (Fig. 1h),Itgax,0.2297,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,alveolar macrophage (Fig. 1h),Siglec5,,True
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,alveolar macrophage (Fig. 1h),Siglecf,0.0601,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,alveolar macrophage (Fig. 1h),Pparg,0.1058,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,alveolar macrophage (Fig. 1h),Mertk,0.1184,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,alveolar macrophage (Fig. 1h),Car4,0.2018,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,reprogrammed AM (Fig. 1h),Msr1,0.0843,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,reprogrammed AM (Fig. 1h),Cdh1,0.2181,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,reprogrammed AM (Fig. 1h),Ch25h,0.1407,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,reprogrammed AM (Fig. 1h),Ear6,0.075,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,reprogrammed AM (Fig. 1h),Fstl1,0.0596,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,reprogrammed AM (Fig. 1h),Cxcl2,0.1897,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,monocyte/IM (Fig. 1h),Itgam,0.0401,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,monocyte/IM (Fig. 1h),Ly6c2,0.0466,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,monocyte/IM (Fig. 1h),Ccr2,0.0629,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,monocyte/IM (Fig. 1h),Cx3cr1,0.0163,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,monocyte/IM (Fig. 1h),Mmp19,0.0415,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,Tnc-TLR4 axis (ED Fig. 4d),Tnc,0.0149,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,Tnc-TLR4 axis (ED Fig. 4d),Tlr4,0.0769,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,EGF axis (ED Fig. 5f-h),Areg,0.3579,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,EGF axis (ED Fig. 5f-h),Ereg,0.1612,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,EGF axis (ED Fig. 5f-h),Hbegf,0.2777,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,EGF axis (ED Fig. 5f-h),Tgfa,0.0475,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,EGF axis (ED Fig. 5f-h),Egfr,0.0056,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,fibroblast-to-epithelium (ED Fig. 5i-j),Wnt5a,0.0144,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,fibroblast-to-epithelium (ED Fig. 5i-j),Igf1,0.0815,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,fibroblast-to-epithelium (ED Fig. 5i-j),Spp1,0.3392,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,mutant epithelial states (Fig. 4l),Sftpc,0.3402,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,mutant epithelial states (Fig. 4l),Etv5,0.0797,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,mutant epithelial states (Fig. 4l),Lamp3,0.1342,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,mutant epithelial states (Fig. 4l),Cd177,0.0382,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,mutant epithelial states (Fig. 4l),Cldn4,0.1897,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,mutant epithelial states (Fig. 4l),Itga2,0.2036,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,mutant epithelial states (Fig. 4l),Ndrg1,0.1007,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,mutant epithelial states (Fig. 4l),Sox9,0.0923,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,mutant epithelial states (Fig. 4l),Mki67,0.0401,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,mutant epithelial states (Fig. 4l),Ager,0.1915,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,mutant epithelial states (Fig. 4l),Hopx,0.171,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,compartment,Epcam,0.3807,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,compartment,Ptprc,0.3821,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,compartment,Col1a1,0.0047,False
GSE247505,GSM7890846_Expt2_12wRFP_hetr2,compartment,Pecam1,0.0214,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,alveolar fibroblast (Fig. 1d),Pdgfra,0.0266,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,alveolar fibroblast (Fig. 1d),Col13a1,0.0177,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,alveolar fibroblast (Fig. 1d),Tcf21,0.0262,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,alveolar fibroblast (Fig. 1d),Npnt,0.2191,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,alveolar fibroblast (Fig. 1d),Scube2,0.0098,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,adventitial fibroblast (Fig. 1d),Col14a1,0.0226,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,adventitial fibroblast (Fig. 1d),Pi16,0.0226,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,adventitial fibroblast (Fig. 1d),Dcn,0.043,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Tnc,0.0058,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Fst,0.0049,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Runx1,0.3264,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Runx2,0.0137,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Acta2,0.0257,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Pdgfrb,0.0151,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,inflammatory fibroblast (ED Fig. 4l-m),Lcn2,0.5118,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,inflammatory fibroblast (ED Fig. 4l-m),Saa3,0.0027,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,inflammatory fibroblast (ED Fig. 4l-m),Sfrp1,0.0173,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,inflammatory fibroblast (ED Fig. 4l-m),Cxcl12,0.0723,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,alveolar macrophage (Fig. 1h),Itgax,0.0098,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,alveolar macrophage (Fig. 1h),Siglec5,,True
GSE247505,GSM7890847_Expt2_12wRFP_homr1,alveolar macrophage (Fig. 1h),Siglecf,0.0031,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,alveolar macrophage (Fig. 1h),Pparg,0.0137,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,alveolar macrophage (Fig. 1h),Mertk,0.0186,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,alveolar macrophage (Fig. 1h),Car4,0.0377,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,reprogrammed AM (Fig. 1h),Msr1,0.0035,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,reprogrammed AM (Fig. 1h),Cdh1,0.3486,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,reprogrammed AM (Fig. 1h),Ch25h,0.0067,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,reprogrammed AM (Fig. 1h),Ear6,0.0,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,reprogrammed AM (Fig. 1h),Fstl1,0.0479,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,reprogrammed AM (Fig. 1h),Cxcl2,0.0293,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,monocyte/IM (Fig. 1h),Itgam,0.0279,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,monocyte/IM (Fig. 1h),Ly6c2,0.122,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,monocyte/IM (Fig. 1h),Ccr2,0.0404,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,monocyte/IM (Fig. 1h),Cx3cr1,0.0248,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,monocyte/IM (Fig. 1h),Mmp19,0.0067,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,Tnc-TLR4 axis (ED Fig. 4d),Tnc,0.0058,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,Tnc-TLR4 axis (ED Fig. 4d),Tlr4,0.0328,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,EGF axis (ED Fig. 5f-h),Areg,0.2971,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,EGF axis (ED Fig. 5f-h),Ereg,0.0044,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,EGF axis (ED Fig. 5f-h),Hbegf,0.2794,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,EGF axis (ED Fig. 5f-h),Tgfa,0.0412,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,EGF axis (ED Fig. 5f-h),Egfr,0.0213,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,fibroblast-to-epithelium (ED Fig. 5i-j),Wnt5a,0.0093,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,fibroblast-to-epithelium (ED Fig. 5i-j),Igf1,0.0231,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,fibroblast-to-epithelium (ED Fig. 5i-j),Spp1,0.0089,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,mutant epithelial states (Fig. 4l),Sftpc,0.7871,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,mutant epithelial states (Fig. 4l),Etv5,0.4767,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,mutant epithelial states (Fig. 4l),Lamp3,0.5499,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,mutant epithelial states (Fig. 4l),Cd177,0.0049,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,mutant epithelial states (Fig. 4l),Cldn4,0.0075,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,mutant epithelial states (Fig. 4l),Itga2,0.0142,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,mutant epithelial states (Fig. 4l),Ndrg1,0.0497,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,mutant epithelial states (Fig. 4l),Sox9,0.0022,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,mutant epithelial states (Fig. 4l),Mki67,0.0084,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,mutant epithelial states (Fig. 4l),Ager,0.5282,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,mutant epithelial states (Fig. 4l),Hopx,0.1663,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,compartment,Epcam,0.459,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,compartment,Ptprc,0.18,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,compartment,Col1a1,0.0417,False
GSE247505,GSM7890847_Expt2_12wRFP_homr1,compartment,Pecam1,0.1149,False
GSE247505,GSM7890848_Expt2_12wRFP_homr2,alveolar fibroblast (Fig. 1d),Pdgfra,0.0015,False
GSE247505,GSM7890848_Expt2_12wRFP_homr2,alveolar fibroblast (Fig. 1d),Col13a1,0.0,False
GSE247505,GSM7890848_Expt2_12wRFP_homr2,alveolar fibroblast (Fig. 1d),Tcf21,0.001,False
GSE247505,GSM7890848_Expt2_12wRFP_homr2,alveolar fibroblast (Fig. 1d),Npnt,0.1972,False
GSE247505,GSM7890848_Expt2_12wRFP_homr2,alveolar fibroblast (Fig. 1d),Scube2,0.0015,False
GSE247505,GSM7890848_Expt2_12wRFP_homr2,adventitial fibroblast (Fig. 1d),Col14a1,0.007,False
GSE247505,GSM7890848_Expt2_12wRFP_homr2,adventitial fibroblast (Fig. 1d),Pi16,0.0105,False
GSE247505,GSM7890848_Expt2_12wRFP_homr2,adventitial fibroblast (Fig. 1d),Dcn,0.008,False
GSE247505,GSM7890848_Expt2_12wRFP_homr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Tnc,0.006,False
GSE247505,GSM7890848_Expt2_12wRFP_homr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Fst,0.0005,False
GSE247505,GSM7890848_Expt2_12wRFP_homr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Runx1,0.2327,False
GSE247505,GSM7890848_Expt2_12wRFP_homr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Runx2,0.011,False
GSE247505,GSM7890848_Expt2_12wRFP_homr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Acta2,0.0045,False
GSE247505,GSM7890848_Expt2_12wRFP_homr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Pdgfrb,0.0035,False
GSE247505,GSM7890848_Expt2_12wRFP_homr2,inflammatory fibroblast (ED Fig. 4l-m),Lcn2,0.539,False
GSE247505,GSM7890848_Expt2_12wRFP_homr2,inflammatory fibroblast (ED Fig. 4l-m),Saa3,0.0025,False
GSE247505,GSM7890848_Expt2_12wRFP_homr2,inflammatory fibroblast (ED Fig. 4l-m),Sfrp1,0.0035,False
GSE247505,GSM7890848_Expt2_12wRFP_homr2,inflammatory fibroblast (ED Fig. 4l-m),Cxcl12,0.021,False
GSE247505,GSM7890848_Expt2_12wRFP_homr2,alveolar macrophage (Fig. 1h),Itgax,0.019,False
GSE247505,GSM7890848_Expt2_12wRFP_homr2,alveolar macrophage (Fig. 1h),Siglec5,,True
GSE247505,GSM7890848_Expt2_12wRFP_homr2,alveolar macrophage (Fig. 1h),Siglecf,0.007,False
GSE247505,GSM7890848_Expt2_12wRFP_homr2,alveolar macrophage (Fig. 1h),Pparg,0.0125,False
