cohort,unit,unit_type,genotype,stage,injury,independence_two_marker,seed,group_two_marker,n_two_marker,module,kind,n_genes_two_marker,total_genes_two_marker,coverage_two_marker,score_two_marker,interpretable_two_marker,label_overlap_two_marker,independence_reference,group_reference,n_reference,n_genes_reference,total_genes_reference,coverage_reference,score_reference,interpretable_reference,label_overlap_reference,difference,interpretable
GSE247130,7wk_control,pooled_library,control,7wk,uninjured,same-laboratory studies; not independent replication,29,two_marker,26,DATP_figure7_panel,paper_marker_panel,3,3,1.0,0.4358974358974359,False,Cldn4,same-laboratory studies; not independent replication,reference,6868,3,3,1.0,0.02611143467287905,True,Cldn4,0.40978600122455683,False
GSE247130,7wk_control,pooled_library,control,7wk,uninjured,same-laboratory studies; not independent replication,29,two_marker,26,DATP_label_free_panel,paper_marker_panel_minus_label_genes,3,3,1.0,0.025641025641025644,False,,same-laboratory studies; not independent replication,reference,6868,3,3,1.0,0.0079596194913609,True,,0.017681406149664743,False
GSE247130,7wk_control,pooled_library,control,7wk,uninjured,same-laboratory studies; not independent replication,29,two_marker,26,AT2_common_panel,repository_marker_panel,8,8,1.0,0.6634615384615385,False,,same-laboratory studies; not independent replication,reference,6868,8,8,1.0,0.7618848281887012,True,,-0.09842328972716263,False
GSE247130,7wk_control,pooled_library,control,7wk,uninjured,same-laboratory studies; not independent replication,29,two_marker,26,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.1153846153846154,False,,same-laboratory studies; not independent replication,reference,6868,6,6,1.0,0.036060959037080176,True,,0.07932365634753523,False
GSE247130,7wk_control,pooled_library,control,7wk,uninjured,same-laboratory studies; not independent replication,29,two_marker,26,ADI_published_400,complete_published_marker_list_400,392,400,0.98,0.30857535321821034,False,Cldn4;Krt8,same-laboratory studies; not independent replication,reference,6868,392,400,0.98,0.2658484185753509,True,Cldn4;Krt8,0.04272693464285943,False
GSE247130,7wk_control,pooled_library,control,7wk,uninjured,same-laboratory studies; not independent replication,29,two_marker,26,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,390,398,0.9798994974874372,0.30502958579881656,False,,same-laboratory studies; not independent replication,reference,6868,390,398,0.9798994974874372,0.26650613025103415,True,,0.038523455547782415,False
GSE247130,7wk_control,pooled_library,control,7wk,uninjured,same-laboratory studies; not independent replication,29,two_marker,26,AT2_published_400,complete_published_marker_list_400,381,400,0.9525,0.31909953563496873,False,Sftpc,same-laboratory studies; not independent replication,reference,6868,381,400,0.9525,0.374854970443779,True,Sftpc,-0.05575543480881029,False
GSE247130,7wk_control,pooled_library,control,7wk,uninjured,same-laboratory studies; not independent replication,29,two_marker,26,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,379,398,0.9522613065326633,0.31753602597929775,False,,same-laboratory studies; not independent replication,reference,6868,379,398,0.9522613065326633,0.373876092405143,True,,-0.05634006642584527,False
GSE247130,7wk_control,pooled_library,control,7wk,uninjured,same-laboratory studies; not independent replication,29,two_marker,26,AT1_published_400,complete_published_marker_list_400,383,400,0.9575,0.28780879694717815,False,Krt8,same-laboratory studies; not independent replication,reference,6868,383,400,0.9575,0.2714515116079263,True,Krt8,0.016357285339251848,False
GSE247130,7wk_control,pooled_library,control,7wk,uninjured,same-laboratory studies; not independent replication,29,two_marker,26,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,382,399,0.9573934837092731,0.28594442207007653,False,,same-laboratory studies; not independent replication,reference,6868,382,399,0.9573934837092731,0.27145201816147124,True,,0.01449240390860529,False
GSE247130,7wk_control,pooled_library,control,7wk,uninjured,same-laboratory studies; not independent replication,29,two_marker,26,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,197,199,0.9899497487437185,0.12085122998828582,False,,same-laboratory studies; not independent replication,reference,6868,197,199,0.9899497487437185,0.10248367327028314,True,,0.01836755671800268,False
GSE247130,7wk_control,pooled_library,control,7wk,uninjured,same-laboratory studies; not independent replication,29,two_marker,26,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,196,197,0.9949238578680203,0.06554160125588697,False,,same-laboratory studies; not independent replication,reference,6868,196,197,0.9949238578680203,0.06450798141038594,True,,0.0010336198455010298,False
GSE247130,7wk_control,pooled_library,control,7wk,uninjured,same-laboratory studies; not independent replication,29,two_marker,26,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,196,200,0.98,0.11087127158555729,False,,same-laboratory studies; not independent replication,reference,6868,196,200,0.98,0.10017398048328242,True,,0.010697291102274867,False
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,same-laboratory studies; not independent replication,17,two_marker,78,DATP_marker_panel,paper_marker_panel,5,5,1.0,0.4179487179487179,True,Cldn4;Krt8,same-laboratory studies; not independent replication,reference,9726,5,5,1.0,0.06539173349784086,True,Cldn4;Krt8,0.352556984450877,True
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,same-laboratory studies; not independent replication,17,two_marker,78,AT1_early_panel,paper_marker_panel,3,3,1.0,0.27777777777777773,True,,same-laboratory studies; not independent replication,reference,9726,3,3,1.0,0.30313935156624855,True,,-0.025361573788470815,True
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,same-laboratory studies; not independent replication,17,two_marker,78,AT1_late_panel,paper_marker_panel,4,4,1.0,0.15705128205128208,True,,same-laboratory studies; not independent replication,reference,9726,4,4,1.0,0.16471314003701418,True,,-0.007661857985732101,True
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,same-laboratory studies; not independent replication,17,two_marker,78,DATP_figure7_panel,paper_marker_panel,3,3,1.0,0.37606837606837606,True,Cldn4,same-laboratory studies; not independent replication,reference,9726,3,3,1.0,0.030810884913290832,True,Cldn4,0.34525749115508525,True
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,same-laboratory studies; not independent replication,17,two_marker,78,DATP_label_free_panel,paper_marker_panel_minus_label_genes,3,3,1.0,0.029914529914529916,True,,same-laboratory studies; not independent replication,reference,9726,3,3,1.0,0.00589485228596888,True,,0.024019677628561036,True
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,same-laboratory studies; not independent replication,17,two_marker,78,AT2_common_panel,repository_marker_panel,8,8,1.0,0.5801282051282052,True,,same-laboratory studies; not independent replication,reference,9726,8,8,1.0,0.6377493316882583,True,,-0.05762112656005314,True
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,same-laboratory studies; not independent replication,17,two_marker,78,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.08760683760683761,True,,same-laboratory studies; not independent replication,reference,9726,6,6,1.0,0.030570978134210707,True,,0.057035859472626904,True
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,same-laboratory studies; not independent replication,17,two_marker,78,ADI_published_400,complete_published_marker_list_400,392,400,0.98,0.2837846677132391,True,Cldn4;Krt8,same-laboratory studies; not independent replication,reference,9726,392,400,0.98,0.23930412695614955,True,Cldn4;Krt8,0.04448054075708957,True
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,same-laboratory studies; not independent replication,17,two_marker,78,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,390,398,0.9798994974874372,0.28011176857330705,True,,same-laboratory studies; not independent replication,reference,9726,390,398,0.9798994974874372,0.23973831706712645,True,,0.0403734515061806,True
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,same-laboratory studies; not independent replication,17,two_marker,78,AT2_published_400,complete_published_marker_list_400,381,400,0.9525,0.32566121542499493,True,Sftpc,same-laboratory studies; not independent replication,reference,9726,381,400,0.9525,0.3415946001814548,True,Sftpc,-0.01593338475645989,True
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,same-laboratory studies; not independent replication,17,two_marker,78,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,379,398,0.9522613065326633,0.32474122183884724,True,,same-laboratory studies; not independent replication,reference,9726,379,398,0.9522613065326633,0.34072721866747835,True,,-0.01598599682863111,True
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,same-laboratory studies; not independent replication,17,two_marker,78,AT1_published_400,complete_published_marker_list_400,383,400,0.9575,0.2974158130816094,True,Krt8,same-laboratory studies; not independent replication,reference,9726,383,400,0.9575,0.28165360109829163,True,Krt8,0.015762211983317787,True
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,same-laboratory studies; not independent replication,17,two_marker,78,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,382,399,0.9573934837092731,0.2955765874614042,True,,same-laboratory studies; not independent replication,reference,9726,382,399,0.9573934837092731,0.2816033668054429,True,,0.013973220655961294,True
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,same-laboratory studies; not independent replication,17,two_marker,78,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,197,199,0.9899497487437185,0.11518937914876998,True,,same-laboratory studies; not independent replication,reference,9726,197,199,0.9899497487437185,0.10053746773262519,True,,0.014651911416144789,True
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,same-laboratory studies; not independent replication,17,two_marker,78,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,196,197,0.9949238578680203,0.0716248037676609,True,,same-laboratory studies; not independent replication,reference,9726,196,197,0.9949238578680203,0.06163733229257157,True,,0.009987471475089327,True
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,same-laboratory studies; not independent replication,17,two_marker,78,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,196,200,0.98,0.10720826792255364,True,,same-laboratory studies; not independent replication,reference,9726,196,200,0.98,0.09247094889775774,True,,0.0147373190247959,True
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,same-laboratory studies; not independent replication,29,two_marker,61,DATP_marker_panel,paper_marker_panel,5,5,1.0,0.41311475409836057,True,Cldn4;Krt8,same-laboratory studies; not independent replication,reference,9742,5,5,1.0,0.06526380619995895,True,Cldn4;Krt8,0.34785094789840165,True
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,same-laboratory studies; not independent replication,29,two_marker,61,AT1_early_panel,paper_marker_panel,3,3,1.0,0.2950819672131148,True,,same-laboratory studies; not independent replication,reference,9742,3,3,1.0,0.3009648942722234,True,,-0.005882927059108589,True
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,same-laboratory studies; not independent replication,29,two_marker,61,AT1_late_panel,paper_marker_panel,4,4,1.0,0.13934426229508198,True,,same-laboratory studies; not independent replication,reference,9742,4,4,1.0,0.16449394374871693,True,,-0.025149681453634942,True
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,same-laboratory studies; not independent replication,29,two_marker,61,DATP_figure7_panel,paper_marker_panel,3,3,1.0,0.36065573770491804,True,Cldn4,same-laboratory studies; not independent replication,reference,9742,3,3,1.0,0.029528502018750426,True,Cldn4,0.33112723568616764,True
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,same-laboratory studies; not independent replication,29,two_marker,61,DATP_label_free_panel,paper_marker_panel_minus_label_genes,3,3,1.0,0.02185792349726776,True,,same-laboratory studies; not independent replication,reference,9742,3,3,1.0,0.00581673852049545,True,,0.01604118497677231,True
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,same-laboratory studies; not independent replication,29,two_marker,61,AT2_common_panel,repository_marker_panel,8,8,1.0,0.6127049180327868,True,,same-laboratory studies; not independent replication,reference,9742,8,8,1.0,0.6386907205912544,True,,-0.025985802558467608,True
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,same-laboratory studies; not independent replication,29,two_marker,61,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.07650273224043716,True,,same-laboratory studies; not independent replication,reference,9742,6,6,1.0,0.031513036337507704,True,,0.04498969590292946,True
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,same-laboratory studies; not independent replication,29,two_marker,61,ADI_published_400,complete_published_marker_list_400,392,400,0.98,0.2815741050518568,True,Cldn4;Krt8,same-laboratory studies; not independent replication,reference,9742,392,400,0.98,0.23930493466119768,True,Cldn4;Krt8,0.04226917039065914,True
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,same-laboratory studies; not independent replication,29,two_marker,61,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,390,398,0.9798994974874372,0.2778898696931484,True,,same-laboratory studies; not independent replication,reference,9742,390,398,0.9798994974874372,0.23974016813269536,True,,0.038149701560453025,True
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,same-laboratory studies; not independent replication,29,two_marker,61,AT2_published_400,complete_published_marker_list_400,381,400,0.9525,0.33036444214964933,True,Sftpc,same-laboratory studies; not independent replication,reference,9742,381,400,0.9525,0.3414236918804365,True,Sftpc,-0.011059249730787146,True
